feedback_id,date,channel,customer_segment,plan_type,language,message,rating,product_area,sentiment_label,priority,resolved,response_time_hours,clean_message,message_length,word_count,month,is_negative,is_positive,is_critical,is_high_priority,is_unresolved,is_unresolved_critical
FB-00108,2025-06-08,nps_survey,agency,free,en,SSO works most of the time with occasional hiccups. We're on the free plan but still expect basic reliability.,3,account_access,neutral,low,True,3.7,sso works most of the time with occasional hiccups we re on the free plan but still expect basic reliability,108,20,6,False,False,False,False,False,False
FB-00109,2025-08-19,support_ticket,agency,free,en,The API returns inconsistent errors with no useful documentation. We manage several client accounts and this is blocking delivery.,1,integrations,negative,high,True,28.5,the api returns inconsistent errors with no useful documentation we manage several client accounts and this is blocking delivery,128,19,8,True,False,False,True,False,False
FB-00110,2025-12-29,support_ticket,freelancer,basic,es,Los competidores lanzaron estas funciones hace meses.,2,features,negative,high,True,90.1,los competidores lanzaron estas funciones hace meses,52,7,12,True,False,False,True,False,False
FB-00111,2025-02-03,chat,freelancer,pro,en,"We can't use half the features because they're buggy. As a freelancer, this matters a lot to my workflow.",2,features,negative,high,True,76.1,we can t use half the features because they re buggy as a freelancer this matters a lot to my workflow,102,21,2,True,False,False,True,False,False
FB-00112,2025-10-26,contact_form,startup,free,en,Admin accounts lost permissions after the last security update. We're on the free plan but still expect basic reliability.,2,account_access,negative,critical,False,63.5,admin accounts lost permissions after the last security update we re on the free plan but still expect basic reliability,120,20,10,True,False,True,False,True,True
FB-00113,2025-12-10,contact_form,startup,basic,en,The price increased 40% at renewal with no added value.,1,pricing,negative,medium,True,15.2,the price increased 40 at renewal with no added value,53,10,12,True,False,False,False,False,False
FB-00114,2025-02-09,review,small_business,basic,en,"Export formats are flexible and easy to automate. Given our basic plan, we hoped for smoother support.",5,exports,positive,low,True,21.4,export formats are flexible and easy to automate given our basic plan we hoped for smoother support,99,17,2,False,True,False,False,False,False
FB-00115,2025-03-25,support_ticket,enterprise,basic,en,Admin accounts lost permissions after the last security update.,2,account_access,negative,medium,True,25.5,admin accounts lost permissions after the last security update,62,9,3,True,False,False,False,False,False
FB-00116,2025-10-01,chat,enterprise,basic,es,La documentación es útil aunque a veces está desactualizada. Esto impacta a varios departamentos de nuestra organización.,3,support,neutral,high,False,57.8,la documentación es útil aunque a veces está desactualizada esto impacta a varios departamentos de nuestra organización,119,17,10,False,False,False,True,True,False
FB-00117,2025-07-15,review,enterprise,pro,es,Configurar la autenticación multifactor fue sencillo.,5,account_access,positive,critical,True,78.0,configurar la autenticación multifactor fue sencillo,52,6,7,False,True,True,False,False,False
FB-00118,2025-05-26,contact_form,freelancer,free,es,"Las funciones principales funcionan bien, pero las avanzadas son limitadas. Estamos en el plan gratuito pero esperamos un mínimo de estabilidad.",3,features,neutral,medium,False,13.9,las funciones principales funcionan bien pero las avanzadas son limitadas estamos en el plan gratuito pero esperamos un mínimo de estabilidad,141,21,5,False,False,False,False,True,False
FB-00119,2025-08-01,chat,startup,free,en,Support responded within an hour and solved our issue completely. We're scaling fast and need this resolved quickly.,5,support,positive,medium,True,11.3,support responded within an hour and solved our issue completely we re scaling fast and need this resolved quickly,114,19,8,False,True,False,False,False,False
FB-00120,2025-03-12,review,startup,basic,es,La plataforma es rápida y maneja nuestra carga sin demoras. Estamos creciendo rápido y necesitamos una solución pronto.,5,performance,positive,high,False,34.0,la plataforma es rápida y maneja nuestra carga sin demoras estamos creciendo rápido y necesitamos una solución pronto,117,18,3,False,True,False,True,True,False
FB-00121,2025-05-12,contact_form,freelancer,free,en,"Login is reliable, though password reset emails are slow.",3,account_access,neutral,low,True,13.6,login is reliable though password reset emails are slow,55,9,5,False,False,False,False,False,False
FB-00122,2025-08-03,support_ticket,freelancer,basic,es,"El soporte nos redirige sin ofrecer soluciones reales. Como freelancer, esto afecta mucho mi flujo de trabajo.",2,support,negative,medium,True,29.4,el soporte nos redirige sin ofrecer soluciones reales como freelancer esto afecta mucho mi flujo de trabajo,107,17,8,True,False,False,False,False,False
FB-00123,2025-01-01,contact_form,startup,enterprise,en,"We got an answer, but had to follow up twice. We're scaling fast and need this resolved quickly.",3,support,neutral,medium,True,34.6,we got an answer but had to follow up twice we re scaling fast and need this resolved quickly,93,19,1,False,False,False,False,False,False
FB-00124,2025-07-19,support_ticket,agency,free,en,Competitors shipped these features months ago. We manage several client accounts and this is blocking delivery.,1,features,negative,low,True,18.4,competitors shipped these features months ago we manage several client accounts and this is blocking delivery,109,16,7,True,False,False,False,False,False
FB-00125,2025-03-10,nps_survey,freelancer,pro,en,"Core features work well, but advanced options feel limited. As a freelancer, this matters a lot to my workflow.",3,features,neutral,low,True,16.1,core features work well but advanced options feel limited as a freelancer this matters a lot to my workflow,107,19,3,False,False,False,False,False,False
FB-00126,2025-08-23,contact_form,small_business,free,en,Exports work but column naming could be more consistent. Our small team depends on this working reliably.,3,exports,neutral,medium,True,16.0,exports work but column naming could be more consistent our small team depends on this working reliably,103,17,8,False,False,False,False,False,False
FB-00127,2025-05-10,support_ticket,agency,enterprise,en,"Pricing is competitive but the jump between tiers feels steep. As enterprise customers, we expect priority handling.",3,pricing,neutral,medium,True,39.2,pricing is competitive but the jump between tiers feels steep as enterprise customers we expect priority handling,113,17,5,False,False,False,False,False,False
FB-00128,2025-08-14,contact_form,enterprise,enterprise,en,We notice minor delays during busy hours but nothing critical. This affects multiple departments across our organization.,3,performance,neutral,critical,True,131.0,we notice minor delays during busy hours but nothing critical this affects multiple departments across our organization,119,17,8,False,False,True,False,False,False
FB-00129,2025-02-10,nps_survey,freelancer,enterprise,en,We can't connect our internal tools because OAuth keeps failing.,1,integrations,negative,high,True,29.8,we can t connect our internal tools because oauth keeps failing,63,11,2,True,False,False,True,False,False
FB-00130,2025-12-20,contact_form,enterprise,basic,en,We rely on daily exports and they've been 100% reliable. This affects multiple departments across our organization.,4,exports,positive,medium,False,22.1,we rely on daily exports and they ve been 100 reliable this affects multiple departments across our organization,112,18,12,False,True,False,False,True,False
FB-00131,2025-09-20,chat,enterprise,pro,en,"Payments go through, but I'd like more payment method options. We upgraded to Pro specifically for better service.",3,billing,neutral,low,True,19.2,payments go through but i d like more payment method options we upgraded to pro specifically for better service,111,19,9,False,False,False,False,False,False
FB-00132,2025-07-16,support_ticket,startup,pro,es,El soporte respondió en menos de una hora y resolvió nuestro problema.,5,support,positive,medium,True,38.5,el soporte respondió en menos de una hora y resolvió nuestro problema,69,12,7,False,True,False,False,False,False
FB-00133,2025-02-28,email,startup,basic,en,The automation features save our team several hours each week.,5,features,positive,low,True,7.8,the automation features save our team several hours each week,61,10,2,False,True,False,False,False,False
FB-00134,2025-03-04,nps_survey,enterprise,basic,en,The help docs are useful though sometimes out of date.,3,support,neutral,high,False,56.0,the help docs are useful though sometimes out of date,53,10,3,False,False,False,True,True,False
FB-00135,2025-06-03,support_ticket,freelancer,pro,en,The reporting module lacks basic filters we need daily.,2,features,negative,high,False,60.6,the reporting module lacks basic filters we need daily,54,9,6,True,False,False,True,True,False
FB-00136,2025-07-04,support_ticket,enterprise,free,en,The mobile experience is nearly unusable for our field staff.,1,usability,negative,medium,False,10.6,the mobile experience is nearly unusable for our field staff,60,10,7,True,False,False,False,True,False
FB-00137,2025-03-06,chat,enterprise,free,es,No podemos exportar datos históricos más allá de 30 días en nuestro plan.,2,exports,negative,medium,True,43.1,no podemos exportar datos históricos más allá de 30 días en nuestro plan,72,13,3,True,False,False,False,False,False
